GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description,Direction,Significant
148523,0.817,0.703,0.216,-0.381215,-0.082358,33.5,CIART,circadian associated repressor of transcription,NS,False
105371466,0.817,0.703,0.3503,-0.381164,-0.1335156,11.49,LOC105371466,uncharacterized LOC105371466,NS,False
8851,0.817,0.703,0.0954,0.381043,0.036348,411.09,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1,NS,False
105379493,0.817,0.703,0.1581,0.380922,0.0602146,72.55,CH507-145C22.1,uncharacterized CH507-145C22.1,NS,False
387646,0.818,0.703,0.1912,-0.380789,-0.0728178,68.56,LRRC37A6P,"leucine rich repeat containing 37 member A6, pseudogene",NS,False
100652736,0.818,0.703,0.2706,-0.380709,-0.1030238,52.92,LINC01311,long intergenic non-protein coding RNA 1311,NS,False
100847012,0.818,0.703,0.2095,0.380613,0.0797383,29.29,MIR5004,microRNA 5004,NS,False
103695366,0.818,0.704,0.4142,-0.380443,-0.1575833,11.59,LINC01461,long intergenic non-protein coding RNA 1461,NS,False
100507607,0.818,0.704,0.0679,0.38042,0.0258417,356.04,NPIPB9,nuclear pore complex interacting protein family member B9,NS,False
112267936,0.818,0.704,0.315,-0.380323,-0.1197973,18.32,LOC112267936,uncharacterized LOC112267936,NS,False
51738,0.818,0.704,0.2138,0.379721,0.0811863,31.0,GHRL,ghrelin and obestatin prepropeptide,NS,False
26063,0.818,0.704,0.147,0.379583,0.0557803,468.47,DECR2,"2,4-dienoyl-CoA reductase 2",NS,False
1870,0.818,0.704,0.1535,0.3793,0.0582237,1038.42,E2F2,E2F transcription factor 2,NS,False
30012,0.818,0.705,0.1885,0.379249,0.0714818,96.54,TLX3,T cell leukemia homeobox 3,NS,False
7916,0.818,0.704,0.0468,-0.379319,-0.0177709,13293.42,PRRC2A,proline rich coiled-coil 2A,NS,False
90678,0.818,0.704,0.0708,0.379403,0.0268576,1330.28,LRSAM1,leucine rich repeat and sterile alpha motif containing 1,NS,False
5071,0.819,0.705,0.3761,0.378738,0.1424521,11.25,PRKN,parkin RBR E3 ubiquitin protein ligase,NS,False
677848,0.819,0.705,0.2936,0.378556,0.1111402,18.75,SNORD1A,"small nucleolar RNA, C/D box 1A",NS,False
4998,0.819,0.705,0.1218,-0.378219,-0.0460779,1142.4,ORC1,origin recognition complex subunit 1,NS,False
6652,0.819,0.705,0.0804,-0.378244,-0.0304241,4852.58,SORD,sorbitol dehydrogenase,NS,False
440823,0.819,0.705,0.2224,-0.378041,-0.084066,31.46,MIAT,myocardial infarction associated transcript,NS,False
222901,0.819,0.706,0.2878,0.377906,0.1087593,17.98,RPL23P8,ribosomal protein L23 pseudogene 8,NS,False
124930,0.819,0.705,0.0611,0.377956,0.0230953,1001.53,ANKRD13B,ankyrin repeat domain 13B,NS,False
158801,0.819,0.706,0.2808,-0.377841,-0.1061115,25.24,NKAPP1,NFKB activating protein pseudogene 1,NS,False
54943,0.819,0.706,0.171,0.377761,0.0645994,57.93,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28,NS,False
84514,0.819,0.706,0.1515,0.377696,0.0572258,577.18,GHDC,GH3 domain containing,NS,False
26092,0.819,0.706,0.1062,0.377181,0.0400479,1432.64,TOR1AIP1,torsin 1A interacting protein 1,NS,False
105373802,0.819,0.706,0.319,-0.377186,-0.1203242,21.94,LOC105373802,,NS,False
728024,0.819,0.706,0.2923,-0.377265,-0.1102776,18.87,LOC728024,STING1 ER exit protein 1 pseudogene,NS,False
10383,0.819,0.706,0.2334,-0.377178,-0.0880448,16488.67,TUBB4B,tubulin beta 4B class IVb,NS,False
101928100,0.819,0.706,0.2959,-0.37743,-0.1116733,166.37,KLRK1-AS1,KLRK1 antisense RNA 1,NS,False
83990,0.819,0.706,0.1746,-0.377271,-0.0658853,1604.19,BRIP1,BRCA1 interacting helicase 1,NS,False
64773,0.819,0.706,0.135,0.377327,0.0509456,1281.7,PCED1A,PC-esterase domain containing 1A,NS,False
57053,0.819,0.706,0.1018,0.377087,0.0383918,163.85,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,NS,False
2686,0.819,0.706,0.1161,0.376965,0.0437513,819.91,GGT7,gamma-glutamyltransferase 7,NS,False
1917,0.819,0.706,0.0574,-0.376932,-0.0216538,11341.4,EEF1A2,eukaryotic translation elongation factor 1 alpha 2,NS,False
29929,0.819,0.706,0.1003,-0.376707,-0.0377977,571.34,ALG6,"ALG6 alpha-1,3-glucosyltransferase",NS,False
3248,0.819,0.707,0.3375,0.37652,0.127064,22.22,HPGD,15-hydroxyprostaglandin dehydrogenase,NS,False
11161,0.819,0.706,0.1051,-0.376619,-0.0395711,972.95,ERG28,ergosterol biosynthesis 28 homolog,NS,False
1968,0.819,0.707,0.1011,0.376555,0.0380675,10957.5,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,NS,False
55917,0.82,0.707,0.0821,-0.376161,-0.030893,1216.42,CTTNBP2NL,CTTNBP2 N-terminal like,NS,False
7026,0.82,0.707,0.1098,0.375851,0.0412604,3684.28,NR2F2,nuclear receptor subfamily 2 group F member 2,NS,False
105377101,0.82,0.707,0.4077,0.375505,0.1531087,12.62,LOC105377101,uncharacterized LOC105377101,NS,False
201725,0.82,0.707,0.0938,0.375362,0.0352066,825.66,C4orf46,chromosome 4 open reading frame 46,NS,False
9482,0.82,0.707,0.0738,-0.375467,-0.0277015,505.11,STX8,syntaxin 8,NS,False
22839,0.82,0.707,0.0419,0.375393,0.015719,1616.76,DLGAP4,DLG associated protein 4,NS,False
105371027,0.82,0.708,0.2073,-0.37518,-0.0777758,34.58,PCSK6-AS1,PCSK6 antisense RNA 1,NS,False
100996301,0.82,0.708,0.1607,0.374984,0.0602717,52.63,FOXD3-AS1,FOXD3 antisense RNA 1,NS,False
105372725,0.82,0.708,0.3107,-0.374998,-0.1165275,15.62,LOC105372725,uncharacterized LOC105372725,NS,False
7534,0.82,0.708,0.0666,0.374915,0.0249751,48552.55,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,NS,False
375790,0.821,0.708,0.0942,0.374455,0.0352597,9192.93,AGRN,agrin,NS,False
105370795,0.821,0.708,0.2058,-0.374205,-0.0769933,56.57,VPS39-DT,VPS39 divergent transcript,NS,False
2475,0.821,0.708,0.0979,0.374043,0.036616,5228.32,MTOR,mechanistic target of rapamycin kinase,NS,False
154313,0.821,0.708,0.3022,-0.37405,-0.113044,31.15,CFAP206,cilia and flagella associated protein 206,NS,False
105374177,0.821,0.708,0.4053,0.373982,0.1515627,8.54,LINC02029,long intergenic non-protein coding RNA 2029,NS,False
56886,0.821,0.709,0.0408,0.373796,0.0152689,4897.0,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1,NS,False
105372990,0.821,0.709,0.3373,-0.373714,-0.1260393,16.17,LOC105372990,uncharacterized LOC105372990,NS,False
79772,0.821,0.709,0.1755,0.373581,0.0655496,88.88,MCTP1,multiple C2 and transmembrane domain containing 1,NS,False
105372098,0.821,0.709,0.2667,-0.373628,-0.0996293,94.59,LOC105372098,uncharacterized LOC105372098,NS,False
101929212,0.821,0.709,0.3186,0.373311,0.1189362,13.17,SMIM2-AS1,SMIM2 antisense RNA 1,NS,False
7135,0.821,0.709,0.1417,0.373214,0.052889,131.81,TNNI1,"troponin I1, slow skeletal type",NS,False
55737,0.821,0.709,0.0484,-0.373022,-0.0180452,5640.99,VPS35,VPS35 retromer complex component,NS,False
84329,0.821,0.709,0.2298,-0.372844,-0.0856682,35.51,HVCN1,hydrogen voltage gated channel 1,NS,False
56951,0.822,0.709,0.0787,0.372548,0.0293334,1669.82,C5orf15,chromosome 5 open reading frame 15,NS,False
10276,0.822,0.71,0.0566,-0.372511,-0.0210955,2311.22,NET1,neuroepithelial cell transforming 1,NS,False
105379082,0.822,0.71,0.4122,0.372437,0.1535231,9.11,LOC105379082,uncharacterized LOC105379082,NS,False
84068,0.822,0.71,0.1752,0.372228,0.0652326,282.51,SLC10A7,solute carrier family 10 member 7,NS,False
23145,0.822,0.71,0.2814,0.37221,0.1047543,397.11,SSPOP,"SCO-spondin, pseudogene",NS,False
100272217,0.822,0.71,0.1935,-0.372087,-0.0720104,51.72,LOC100272217,uncharacterized LOC100272217,NS,False
8819,0.822,0.71,0.2073,-0.371756,-0.0770473,457.5,SAP30,Sin3A associated protein 30,NS,False
102465451,0.822,0.71,0.2867,0.371761,0.1066019,22.49,MIR6753,microRNA 6753,NS,False
105369351,0.822,0.71,0.3312,0.371611,0.1230616,14.4,KLC2-AS2,KLC2 antisense RNA 2,NS,False
131831,0.822,0.71,0.341,-0.371527,-0.1266929,11.95,ERICH6,glutamate rich 6,NS,False
445372,0.822,0.71,0.0899,-0.371281,-0.0333795,182.87,TRIM6-TRIM34,TRIM6-TRIM34 readthrough,NS,False
100289274,0.822,0.711,0.1561,0.370996,0.0579028,58.61,DNAJC3-DT,DNAJC3 divergent transcript,NS,False
84815,0.822,0.711,0.2484,-0.370993,-0.0921727,22.49,MGC12916,uncharacterized protein MGC12916,NS,False
51599,0.822,0.711,0.077,-0.371031,-0.0285688,7347.34,LSR,lipolysis stimulated lipoprotein receptor,NS,False
9582,0.823,0.711,0.254,-0.370684,-0.0941394,325.04,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,NS,False
84679,0.823,0.711,0.0711,0.370508,0.0263465,2092.58,SLC9A7,solute carrier family 9 member A7,NS,False
105373907,0.823,0.711,0.3664,0.370309,0.1356789,15.35,LOC105373907,uncharacterized LOC105373907,NS,False
203260,0.823,0.711,0.1233,0.370301,0.0456414,255.85,CCDC107,coiled-coil domain containing 107,NS,False
126070,0.823,0.711,0.2065,0.369893,0.0763959,611.61,ZNF440,zinc finger protein 440,NS,False
79145,0.823,0.712,0.0936,0.369625,0.0346067,515.34,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,NS,False
160298,0.824,0.712,0.0969,-0.369132,-0.0357838,185.97,C11orf42,chromosome 11 open reading frame 42,NS,False
339192,0.824,0.712,0.2955,0.369102,0.1090807,14.52,FMNL1-DT,FMNL1 divergent transcript,NS,False
26272,0.824,0.712,0.0722,0.368858,0.0266241,767.65,FBXO4,F-box protein 4,NS,False
50839,0.824,0.712,0.3161,0.368786,0.1165803,19.73,TAS2R10,taste 2 receptor member 10,NS,False
107985355,0.824,0.712,0.2559,-0.368562,-0.0943122,19.06,LOC107985355,uncharacterized LOC107985355,NS,False
101927136,0.824,0.712,0.3331,0.368542,0.1227614,13.31,LOC101927136,uncharacterized LOC101927136,NS,False
3767,0.824,0.712,0.0978,0.368633,0.0360374,349.91,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,NS,False
89792,0.824,0.713,0.3382,0.368288,0.1245683,13.97,GAL3ST3,galactose-3-O-sulfotransferase 3,NS,False
8448,0.824,0.713,0.0547,0.367889,0.0201331,1192.27,DOC2A,double C2 domain alpha,NS,False
80217,0.824,0.713,0.1732,0.367643,0.0636764,441.67,CFAP43,cilia and flagella associated protein 43,NS,False
6641,0.825,0.713,0.2038,-0.367521,-0.0748893,281.4,SNTB1,syntrophin beta 1,NS,False
3420,0.825,0.713,0.0773,0.367377,0.0284017,3538.97,IDH3B,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,NS,False
101926957,0.825,0.713,0.3629,0.367411,0.1333295,10.17,LINC02885,long intergenic non-protein coding RNA 2885,NS,False
102465665,0.825,0.714,0.288,-0.36706,-0.1057276,16.57,MIR7107,microRNA 7107,NS,False
85363,0.825,0.714,0.0897,-0.366628,-0.0328873,943.01,TRIM5,tripartite motif containing 5,NS,False
105370753,0.825,0.714,0.344,0.366511,0.1260856,12.69,LOC105370753,uncharacterized LOC105370753,NS,False
79568,0.825,0.714,0.0807,0.366433,0.0295749,714.86,MAIP1,matrix AAA peptidase interacting protein 1,NS,False
23376,0.825,0.714,0.0631,-0.366187,-0.0230987,1629.22,UFL1,UFM1 specific ligase 1,NS,False
653073,0.825,0.714,0.1288,-0.366021,-0.0471257,82.87,GOLGA8J,golgin A8 family member J,NS,False
105376236,0.825,0.714,0.2949,0.365876,0.1078824,20.93,LOC105376236,uncharacterized LOC105376236,NS,False
161247,0.825,0.715,0.343,0.365806,0.1254684,12.54,FITM1,fat storage inducing transmembrane protein 1,NS,False
105371419,0.825,0.715,0.3236,0.365819,0.1183665,23.32,LOC105371419,,NS,False
11118,0.826,0.715,0.0908,0.365653,0.0332144,983.33,BTN3A2,butyrophilin subfamily 3 member A2,NS,False
100129503,0.826,0.715,0.1803,0.365592,0.0659326,43.62,LOC100129503,,NS,False
107986075,0.826,0.715,0.2292,0.365532,0.0837691,34.76,LOC107986075,uncharacterized LOC107986075,NS,False
9501,0.826,0.715,0.0854,-0.364881,-0.0311441,333.18,RPH3AL,rabphilin 3A like (without C2 domains),NS,False
2634,0.826,0.715,0.4227,0.364624,0.1541291,11.96,GBP2,guanylate binding protein 2,NS,False
151507,0.826,0.716,0.074,-0.364321,-0.0269514,713.07,MSL3P1,MSL complex subunit 3 pseudogene 1,NS,False
55243,0.826,0.716,0.0709,0.364257,0.0258175,1784.95,KIRREL1,kirre like nephrin family adhesion molecule 1,NS,False
55732,0.827,0.716,0.1082,-0.363766,-0.0393464,830.64,C1orf112,chromosome 1 open reading frame 112,NS,False
754,0.827,0.716,0.0563,0.363652,0.0204637,4181.08,PTTG1IP,PTTG1 interacting protein,NS,False
10721,0.827,0.716,0.1501,-0.36355,-0.0545776,1522.27,POLQ,DNA polymerase theta,NS,False
27022,0.827,0.716,0.4122,-0.363415,-0.1497829,11.75,FOXD3,forkhead box D3,NS,False
1347,0.827,0.716,0.0756,-0.363172,-0.0274604,2971.23,COX7A2,cytochrome c oxidase subunit 7A2,NS,False
259294,0.827,0.717,0.4553,-0.363047,-0.1653085,10.18,TAS2R19,taste 2 receptor member 19,NS,False
105375839,0.827,0.717,0.3686,0.362624,0.1336483,10.58,LOC105375839,uncharacterized LOC105375839,NS,False
56624,0.827,0.717,0.1233,-0.362563,-0.0447195,228.71,ASAH2,N-acylsphingosine amidohydrolase 2,NS,False
27131,0.827,0.717,0.0464,-0.362599,-0.0168112,3898.04,SNX5,sorting nexin 5,NS,False
84140,0.828,0.717,0.1764,0.362416,0.0639267,587.93,FAM161A,FAM161 centrosomal protein A,NS,False
6731,0.828,0.717,0.0707,-0.362212,-0.025612,5182.31,SRP72,signal recognition particle 72,NS,False
101927789,0.828,0.717,0.2189,-0.362226,-0.0792926,208.42,FAUP4,FAU pseudogene 4,NS,False
6230,0.828,0.717,0.0798,0.361886,0.02889,18326.6,RPS25,ribosomal protein S25,NS,False
10206,0.828,0.717,0.0881,-0.361818,-0.0318796,1075.02,TRIM13,tripartite motif containing 13,NS,False
253461,0.828,0.718,0.1032,0.36163,0.0373106,1602.16,ZBTB38,zinc finger and BTB domain containing 38,NS,False
107985898,0.828,0.718,0.2373,0.361334,0.0857334,35.27,LOC107985898,,NS,False
286343,0.828,0.718,0.215,0.361327,0.0776862,85.06,LURAP1L,leucine rich adaptor protein 1 like,NS,False
150275,0.828,0.718,0.07,0.361419,0.0252947,1732.42,CCDC117,coiled-coil domain containing 117,NS,False
4783,0.828,0.718,0.1333,-0.360913,-0.0481257,930.91,NFIL3,"nuclear factor, interleukin 3 regulated",NS,False
84176,0.828,0.718,0.1912,-0.360784,-0.0689953,44.75,MYH16,myosin heavy chain 16 pseudogene,NS,False
636,0.829,0.718,0.0859,-0.360567,-0.0309886,1235.45,BICD1,BICD cargo adaptor 1,NS,False
105379280,0.829,0.719,0.1489,0.360287,0.0536299,158.02,LOC105379280,uncharacterized LOC105379280,NS,False
105372824,0.829,0.719,0.4141,0.360066,0.1490867,14.52,LOC105372824,uncharacterized LOC105372824,NS,False
440354,0.829,0.719,0.0669,-0.359995,-0.0240746,636.22,SMG1P2,SMG1 pseudogene 2,NS,False
23132,0.829,0.719,0.0842,0.359917,0.0303004,1950.22,RAD54L2,RAD54 like 2,NS,False
64766,0.829,0.719,0.0827,-0.359282,-0.0297049,1201.82,S100PBP,S100P binding protein,NS,False
27109,0.829,0.719,0.0945,0.359166,0.0339503,240.95,DMAC2L,distal membrane arm assembly component 2 like,NS,False
1300,0.83,0.72,0.3147,-0.359043,-0.1130034,18.18,COL10A1,collagen type X alpha 1 chain,NS,False
112268243,0.83,0.72,0.3573,0.358953,0.1282429,10.72,ZSCAN5A-AS1,ZSCAN5A antisense RNA 1,NS,False
348174,0.83,0.72,0.2071,-0.358763,-0.0743138,48.96,CLEC18A,C-type lectin domain family 18 member A,NS,False
57186,0.83,0.72,0.0544,-0.358616,-0.0195202,1581.65,RALGAPA2,Ral GTPase activating protein catalytic subunit alpha 2,NS,False
11345,0.83,0.72,0.0572,-0.358392,-0.0205066,1910.4,GABARAPL2,GABA type A receptor associated protein like 2,NS,False
80178,0.83,0.72,0.0827,-0.358214,-0.0296294,756.8,TEDC2,tubulin epsilon and delta complex 2,NS,False
7013,0.83,0.72,0.0693,0.357923,0.0247879,1658.84,TERF1,telomeric repeat binding factor 1,NS,False
101060691,0.83,0.72,0.0815,0.357967,0.0291888,334.91,NUTM2B-AS1,NUTM2B antisense RNA 1,NS,False
2342,0.83,0.72,0.0793,-0.357806,-0.0283643,593.24,FNTB,"farnesyltransferase, CAAX box, beta",NS,False
58497,0.83,0.721,0.0989,0.357628,0.0353531,948.13,PRUNE1,prune exopolyphosphatase 1,NS,False
65003,0.83,0.721,0.0843,0.357371,0.030126,2139.27,MRPL11,mitochondrial ribosomal protein L11,NS,False
79567,0.83,0.721,0.0591,0.357435,0.0211201,2468.79,RIPOR1,RHO family interacting cell polarization regulator 1,NS,False
100996425,0.83,0.721,0.3911,-0.357327,-0.139753,13.04,ARLNC1,androgen receptor regulated long noncoding RNA 1,NS,False
83473,0.83,0.721,0.2188,-0.357476,-0.0782032,213.01,KATNAL2,katanin catalytic subunit A1 like 2,NS,False
105369984,0.83,0.721,0.326,-0.357251,-0.116449,24.44,LINC02356,long intergenic non-protein coding RNA 2356,NS,False
387751,0.831,0.721,0.3341,0.356985,0.1192744,14.25,GVINP1,"GTPase, very large interferon inducible pseudogene 1",NS,False
6217,0.831,0.721,0.0821,0.356719,0.0293001,22183.58,RPS16,ribosomal protein S16,NS,False
10867,0.831,0.721,0.0528,-0.356475,-0.0188098,1240.85,TSPAN9,tetraspanin 9,NS,False
63970,0.831,0.722,0.262,-0.356414,-0.0933653,24.63,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1,NS,False
105377449,0.831,0.722,0.3531,-0.356206,-0.1257869,12.38,LOC105377449,,NS,False
252969,0.831,0.722,0.0825,-0.356021,-0.0293829,1642.6,NEIL2,nei like DNA glycosylase 2,NS,False
101929540,0.831,0.722,0.173,0.355929,0.0615872,87.61,LOC101929540,uncharacterized LOC101929540,NS,False
196446,0.831,0.722,0.3242,-0.355962,-0.1153922,13.49,MYRFL,myelin regulatory factor like,NS,False
348013,0.831,0.722,0.1328,0.355974,0.0472684,310.64,TMEM255B,transmembrane protein 255B,NS,False
5228,0.831,0.722,0.1362,0.356003,0.0484852,208.48,PGF,placental growth factor,NS,False
79877,0.831,0.722,0.1866,0.355844,0.0664046,1048.23,DCAKD,dephospho-CoA kinase domain containing,NS,False
3757,0.831,0.722,0.0732,0.355661,0.0260412,927.65,KCNH2,potassium voltage-gated channel subfamily H member 2,NS,False
9645,0.831,0.722,0.045,-0.35536,-0.0159939,1486.28,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",NS,False
26750,0.831,0.722,0.0808,-0.35519,-0.0287062,1323.84,RPS6KC1,ribosomal protein S6 kinase C1,NS,False
100286925,0.831,0.722,0.1263,0.355248,0.0448796,101.49,PPM1F-AS1,PPM1F antisense RNA 1,NS,False
399671,0.831,0.722,0.2769,-0.355121,-0.0983201,17.91,HEATR4,HEAT repeat containing 4,NS,False
55207,0.831,0.723,0.0892,0.35506,0.0316755,2298.37,ARL8B,ADP ribosylation factor like GTPase 8B,NS,False
445577,0.831,0.723,0.1198,0.354819,0.0425061,99.61,FAM120A2P,"family with sequence similarity 120A2, pseudogene",NS,False
3679,0.831,0.723,0.1075,-0.35486,-0.0381362,1115.07,ITGA7,integrin subunit alpha 7,NS,False
170622,0.832,0.723,0.0718,0.354476,0.0254399,1557.9,COMMD6,COMM domain containing 6,NS,False
221143,0.832,0.723,0.1719,0.354375,0.060911,176.71,EEF1AKMT1,EEF1A lysine methyltransferase 1,NS,False
4514,0.832,0.723,0.0681,0.354345,0.0241192,175840.31,COX3,cytochrome c oxidase subunit III,NS,False
10015,0.832,0.723,0.0516,-0.354082,-0.0182753,6855.05,PDCD6IP,programmed cell death 6 interacting protein,NS,False
9556,0.832,0.723,0.0842,-0.354087,-0.0298004,1599.73,ATP5MJ,ATP synthase membrane subunit j,NS,False
107985388,0.832,0.723,0.1711,0.354166,0.0606118,52.97,LOC107985388,pre-mRNA-splicing factor cwc22-like,NS,False
84269,0.832,0.723,0.0746,0.353862,0.0263869,397.85,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,NS,False
107985293,0.832,0.723,0.266,-0.353819,-0.0941098,23.42,LOC107985293,uncharacterized LOC107985293,NS,False
54980,0.832,0.724,0.1107,0.353565,0.0391463,345.03,C2orf42,chromosome 2 open reading frame 42,NS,False
11147,0.832,0.724,0.084,0.353336,0.0296849,332.98,HHLA3,HERV-H LTR-associating 3,NS,False
5498,0.832,0.724,0.0767,0.353376,0.0271148,668.24,PPOX,protoporphyrinogen oxidase,NS,False
7109,0.832,0.724,0.0518,0.353275,0.0183149,2050.55,TRAPPC10,trafficking protein particle complex subunit 10,NS,False
51144,0.832,0.724,0.0528,-0.353192,-0.0186621,2247.1,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,NS,False
397,0.832,0.724,0.2217,-0.352828,-0.0782062,29.31,ARHGDIB,Rho GDP dissociation inhibitor beta,NS,False
112268124,0.832,0.724,0.101,0.352771,0.0356235,132.68,BAZ1A-AS1,BAZ1A antisense RNA 1,NS,False
10203,0.833,0.725,0.2075,0.352208,0.0730675,112.03,CALCRL,calcitonin receptor like receptor,NS,False
113218502,0.833,0.725,0.1089,-0.352167,-0.0383595,187.95,MIR10397,microRNA 10397,NS,False
9380,0.833,0.725,0.1335,-0.352271,-0.0470149,3236.78,GRHPR,glyoxylate and hydroxypyruvate reductase,NS,False
6188,0.833,0.725,0.0701,0.352333,0.0246999,43544.71,RPS3,ribosomal protein S3,NS,False
55693,0.833,0.725,0.2166,0.352204,0.0763011,122.64,KDM4D,lysine demethylase 4D,NS,False
26774,0.833,0.725,0.1418,0.351943,0.0499166,448.27,SNORD80,"small nucleolar RNA, C/D box 80",NS,False
107984989,0.833,0.725,0.3475,0.351579,0.1221824,12.13,LOC107984989,uncharacterized LOC107984989,NS,False
594,0.833,0.725,0.0871,0.351167,0.0305806,759.05,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,NS,False
105376018,0.833,0.725,0.2171,-0.351126,-0.0762252,27.6,LOC105376018,uncharacterized LOC105376018,NS,False
27343,0.833,0.725,0.0519,0.351216,0.0182162,1501.89,POLL,DNA polymerase lambda,NS,False
105371729,0.834,0.726,0.0822,0.350653,0.0288191,393.58,LOC105371729,uncharacterized LOC105371729,NS,False
55010,0.834,0.726,0.1193,-0.350619,-0.0418461,688.69,PARPBP,PARP1 binding protein,NS,False
26175,0.834,0.726,0.0835,-0.350416,-0.0292636,323.69,LYSET,lysosomal enzyme trafficking factor,NS,False
107986073,0.834,0.726,0.3236,0.350299,0.1133483,20.88,LOC107986073,,NS,False
79363,0.834,0.726,0.1023,0.35003,0.0358101,173.72,CPLANE2,ciliogenesis and planar polarity effector complex subunit 2,NS,False
102465519,0.834,0.726,0.2129,0.350127,0.0745372,28.95,MIR6861,microRNA 6861,NS,False
100874309,0.834,0.726,0.3906,0.350051,0.1367347,10.81,EPN2-IT1,EPN2 intronic transcript 1,NS,False
100616394,0.834,0.726,0.1344,-0.349863,-0.0470179,625.52,MIR4444-1,microRNA 4444-1,NS,False
100287944,0.834,0.727,0.2116,0.349468,0.0739475,29.79,LOC100287944,uncharacterized LOC100287944,NS,False
100616358,0.835,0.727,0.2099,0.349205,0.0733148,49.83,MIR4800,microRNA 4800,NS,False
5393,0.835,0.727,0.1027,-0.349153,-0.0358746,2249.3,EXOSC9,exosome component 9,NS,False
79801,0.835,0.727,0.2407,-0.349021,-0.0839926,1687.46,SHCBP1,SHC binding and spindle associated 1,NS,False
10714,0.835,0.727,0.0676,0.348955,0.0236038,813.13,POLD3,"DNA polymerase delta 3, accessory subunit",NS,False
730159,0.835,0.727,0.4463,0.348881,0.1556919,8.81,TEX50,testis expressed 50,NS,False
4189,0.835,0.727,0.0635,-0.348625,-0.0221208,444.94,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9,NS,False
388533,0.835,0.728,0.5023,-0.348415,-0.1750079,12.12,KRTDAP,keratinocyte differentiation associated protein,NS,False
219537,0.835,0.728,0.2326,-0.348313,-0.0810174,36.25,SMTNL1,smoothelin like 1,NS,False
101927039,0.835,0.728,0.3889,0.347662,0.1352024,8.83,UQCRB-AS1,UQCRB antisense RNA 1,NS,False
11091,0.835,0.728,0.0503,0.347763,0.0174921,3031.54,WDR5,WD repeat domain 5,NS,False
221150,0.835,0.728,0.1809,-0.347662,-0.0629067,1353.19,SKA3,spindle and kinetochore associated complex subunit 3,NS,False
26094,0.835,0.728,0.0722,0.347783,0.0251077,597.52,DCAF4,DDB1 and CUL4 associated factor 4,NS,False
58488,0.835,0.728,0.0571,0.34751,0.0198409,877.87,PCTP,phosphatidylcholine transfer protein,NS,False
100506691,0.835,0.728,0.1138,0.347435,0.0395226,202.19,LINC02985,long intergenic non-protein coding RNA 2985,NS,False
11187,0.836,0.729,0.0888,0.346947,0.0308051,4038.29,PKP3,plakophilin 3,NS,False
5053,0.836,0.729,0.3886,0.346817,0.1347748,25.65,PAH,phenylalanine hydroxylase,NS,False
4629,0.836,0.729,0.2195,-0.346847,-0.0761335,243.03,MYH11,myosin heavy chain 11,NS,False
646817,0.836,0.729,0.2151,-0.346187,-0.0744591,29.56,SETSIP,SET like protein,NS,False
503569,0.836,0.729,0.3649,-0.346293,-0.1263737,26.14,RGMB-AS1,RGMB antisense RNA 1,NS,False
284293,0.836,0.729,0.2123,0.346184,0.073483,65.09,HMSD,histocompatibility minor serpin domain containing,NS,False
115704,0.836,0.729,0.1047,0.346229,0.0362451,1057.03,EVI5L,ecotropic viral integration site 5 like,NS,False
79745,0.836,0.729,0.2329,-0.346051,-0.0805933,1009.08,CLIP4,CAP-Gly domain containing linker protein family member 4,NS,False
55658,0.836,0.729,0.0659,-0.345998,-0.0228069,1907.83,RNF126,ring finger protein 126,NS,False
79085,0.837,0.73,0.0708,0.345519,0.0244682,3220.42,SLC25A23,solute carrier family 25 member 23,NS,False
56904,0.837,0.73,0.0835,0.345341,0.0288307,2333.52,SH3GLB2,"SH3 domain containing GRB2 like, endophilin B2",NS,False
285456,0.837,0.73,0.4276,0.345121,0.14758,11.92,RPL34-DT,RPL34 divergent transcript,NS,False
105375430,0.837,0.73,0.1986,0.345079,0.0685201,55.75,SLC12A9-AS1,SLC12A9 antisense RNA 1,NS,False
255275,0.837,0.73,0.2776,0.344959,0.0957685,19.57,MYADML2,myeloid associated differentiation marker like 2,NS,False
6146,0.837,0.73,0.0414,-0.344896,-0.014267,16776.52,RPL22,ribosomal protein L22,NS,False
6195,0.837,0.731,0.1045,0.344342,0.0359792,2094.44,RPS6KA1,ribosomal protein S6 kinase A1,NS,False
105375457,0.837,0.731,0.4091,-0.344408,-0.1409007,10.39,LOC105375457,uncharacterized LOC105375457,NS,False
